rank,sigma,log10_sigma
736,4.975004386051931e-01,-0.303207
737,4.973082199211307e-01,-0.303374
738,4.973082199211307e-01,-0.303374
739,4.972125271207534e-01,-0.303458
740,4.972125271207534e-01,-0.303458
741,4.970220015496408e-01,-0.303624
742,4.970220015496408e-01,-0.303624
743,4.969271793905075e-01,-0.303707
744,4.969271793905073e-01,-0.303707
745,4.967384424413273e-01,-0.303872
746,4.967384424413273e-01,-0.303872
747,4.966445379342785e-01,-0.303954
748,4.966445379342785e-01,-0.303954
749,4.964576821586344e-01,-0.304118
750,4.964576821586344e-01,-0.304118
751,4.963647408513607e-01,-0.304199
752,4.963647408513605e-01,-0.304199
753,4.961798559057998e-01,-0.304361
754,4.961798559057997e-01,-0.304361
755,4.960879219141365e-01,-0.304441
756,4.960879219141364e-01,-0.304441
757,4.959050946229397e-01,-0.304601
758,4.959050946229397e-01,-0.304601
759,4.958142106623362e-01,-0.304681
760,4.958142106623357e-01,-0.304681
761,4.956335250805355e-01,-0.304839
762,4.956335250805353e-01,-0.304839
763,4.955437324975775e-01,-0.304918
764,4.955437324975774e-01,-0.304918
765,4.953652699739767e-01,-0.305074
766,4.953652699739767e-01,-0.305074
767,4.952766087778643e-01,-0.305152
768,4.952766087778643e-01,-0.305152
769,4.951004480178665e-01,-0.305307
770,4.951004480178663e-01,-0.305307
771,4.950129569117446e-01,-0.305383
772,4.950129569117444e-01,-0.305383
773,4.948391740398089e-01,-0.305536
774,4.948391740398088e-01,-0.305536
775,4.947528904518742e-01,-0.305612
776,4.947528904518740e-01,-0.305612
777,4.945815590734470e-01,-0.305762
778,4.945815590734465e-01,-0.305762
779,4.944965191877552e-01,-0.305837
780,4.944965191877552e-01,-0.305837
781,4.943277104505283e-01,-0.305985
782,4.943277104505281e-01,-0.305985
783,4.942439492374365e-01,-0.306059
784,4.942439492374364e-01,-0.306059
785,4.940777318918199e-01,-0.306205
786,4.940777318918197e-01,-0.306205
787,4.939952831380015e-01,-0.306277
788,4.939952831380012e-01,-0.306277
789,4.938317235966938e-01,-0.306421
790,4.938317235966937e-01,-0.306421
791,4.937506199346830e-01,-0.306492
792,4.937506199346828e-01,-0.306492
793,4.935897823312496e-01,-0.306634
794,4.935897823312495e-01,-0.306634
795,4.935100552684670e-01,-0.306704
796,4.935100552684670e-01,-0.306704
797,4.933520015148419e-01,-0.306843
798,4.933520015148417e-01,-0.306843
799,4.932736814620631e-01,-0.306912
800,4.932736814620629e-01,-0.306912
801,4.931184713049045e-01,-0.307049
802,4.931184713049044e-01,-0.307049
803,4.930415876041405e-01,-0.307116
804,4.930415876041405e-01,-0.307116
805,4.928892786799826e-01,-0.307251
806,4.928892786799822e-01,-0.307251
807,4.928138596317443e-01,-0.307317
808,4.928138596317442e-01,-0.307317
809,4.926645075208887e-01,-0.307449
810,4.926645075208885e-01,-0.307449
811,4.925905804108121e-01,-0.307514
812,4.925905804108119e-01,-0.307514
813,4.924442386899245e-01,-0.307643
814,4.924442386899243e-01,-0.307643
815,4.923718298147353e-01,-0.307707
816,4.923718298147353e-01,-0.307707
817,4.922285501081063e-01,-0.307833
818,4.922285501081061e-01,-0.307833
819,4.921576848009134e-01,-0.307896
820,4.921576848009132e-01,-0.307896
821,4.920175168303575e-01,-0.308019
822,4.920175168303575e-01,-0.308019
823,4.919482194852577e-01,-0.308081
824,4.919482194852576e-01,-0.308081
825,4.918112111186317e-01,-0.308202
826,4.918112111186315e-01,-0.308202
827,4.917435052146203e-01,-0.308261
828,4.917435052146202e-01,-0.308261
829,4.916097025129417e-01,-0.308380
830,4.916097025129417e-01,-0.308380
831,4.915436106371198e-01,-0.308438
832,4.915436106371197e-01,-0.308438
833,4.914130579002752e-01,-0.308553
834,4.914130579002752e-01,-0.308553
835,4.913486017703495e-01,-0.308610
836,4.913486017703494e-01,-0.308610
837,4.912213415813859e-01,-0.308723
838,4.912213415813858e-01,-0.308723
839,4.911585420674601e-01,-0.308778
840,4.911585420674601e-01,-0.308778
841,4.910346153354567e-01,-0.308888
842,4.910346153354566e-01,-0.308888
843,4.909734924811122e-01,-0.308942
844,4.909734924811118e-01,-0.308942
845,4.908529384826317e-01,-0.309049
846,4.908529384826315e-01,-0.309049
847,4.907935115252980e-01,-0.309101
848,4.907935115252974e-01,-0.309101
849,4.906763679444210e-01,-0.309205
850,4.906763679444207e-01,-0.309205
851,4.906186553350406e-01,-0.309256
852,4.906186553350403e-01,-0.309256
853,4.905049583019894e-01,-0.309357
854,4.905049583019892e-01,-0.309357
855,4.904489777239774e-01,-0.309406
856,4.904489777239772e-01,-0.309406
857,4.903387618523354e-01,-0.309504
858,4.903387618523351e-01,-0.309504
859,4.902845302398404e-01,-0.309552
860,4.902845302398404e-01,-0.309552
861,4.901778286623776e-01,-0.309646
862,4.901778286623776e-01,-0.309646
863,4.901253622178484e-01,-0.309693
864,4.901253622178484e-01,-0.309693
865,4.900222066209645e-01,-0.309784
866,4.900222066209644e-01,-0.309784
867,4.899715208320268e-01,-0.309829
868,4.899715208320266e-01,-0.309829
869,4.898719414888231e-01,-0.309917
870,4.898719414888230e-01,-0.309917
871,4.898230511444759e-01,-0.309961
872,4.898230511444759e-01,-0.309961
873,4.897270769464705e-01,-0.310046
874,4.897270769464703e-01,-0.310046
875,4.896799961526071e-01,-0.310088
876,4.896799961526069e-01,-0.310088
877,4.895876546401054e-01,-0.310170
878,4.895876546401054e-01,-0.310170
879,4.895423968343652e-01,-0.310210
880,4.895423968343652e-01,-0.310210
881,4.894537142255042e-01,-0.310288
882,4.894537142255040e-01,-0.310288
883,4.894102921914656e-01,-0.310327
884,4.894102921914654e-01,-0.310327
885,4.893252934099431e-01,-0.310402
886,4.893252934099431e-01,-0.310402
887,4.892837192906623e-01,-0.310439
888,4.892837192906623e-01,-0.310439
889,4.892024279921696e-01,-0.310511
890,4.892024279921696e-01,-0.310511
891,4.891627133030756e-01,-0.310547
892,4.891627133030756e-01,-0.310547
893,4.890851519004458e-01,-0.310616
894,4.890851519004457e-01,-0.310616
895,4.890473075415971e-01,-0.310649
896,4.890473075415969e-01,-0.310649
897,4.889734972286899e-01,-0.310715
898,4.889734972286896e-01,-0.310715
899,4.889375334964017e-01,-0.310747
900,4.889375334964016e-01,-0.310747
901,4.888674942707330e-01,-0.310809
902,4.888674942707329e-01,-0.310809
903,4.888334208685836e-01,-0.310839
904,4.888334208685834e-01,-0.310839
905,4.887671715527229e-01,-0.310898
906,4.887671715527228e-01,-0.310898
907,4.887349976019440e-01,-0.310927
908,4.887349976019440e-01,-0.310927
909,4.886725558636862e-01,-0.310982
910,4.886725558636861e-01,-0.310982
911,4.886422899129484e-01,-0.311009
912,4.886422899129483e-01,-0.311009
913,4.885836722842814e-01,-0.311061
914,4.885836722842812e-01,-0.311061
915,4.885553223188771e-01,-0.311086
916,4.885553223188770e-01,-0.311086
917,4.885005442137559e-01,-0.311135
918,4.885005442137558e-01,-0.311135
919,4.884741176641915e-01,-0.311158
920,4.884741176641915e-01,-0.311158
921,4.884231933951323e-01,-0.311204
922,4.884231933951323e-01,-0.311204
923,4.883986971451316e-01,-0.311226
924,4.883986971451314e-01,-0.311226
925,4.883516399386383e-01,-0.311267
926,4.883516399386382e-01,-0.311267
927,4.883290803325674e-01,-0.311287
928,4.883290803325674e-01,-0.311287
929,4.882859023434058e-01,-0.311326
930,4.882859023434058e-01,-0.311326
931,4.882652851931225e-01,-0.311344
932,4.882652851931223e-01,-0.311344
933,4.882259975174468e-01,-0.311379
934,4.882259975174468e-01,-0.311379
935,4.882073281085810e-01,-0.311396
936,4.882073281085810e-01,-0.311396
937,4.881719407959332e-01,-0.311427
938,4.881719407959331e-01,-0.311427
939,4.881552238936043e-01,-0.311442
940,4.881552238936042e-01,-0.311442
941,4.881237459577853e-01,-0.311470
942,4.881237459577853e-01,-0.311470
943,4.881089858117598e-01,-0.311483
944,4.881089858117594e-01,-0.311483
945,4.880814252405911e-01,-0.311508
946,4.880814252405909e-01,-0.311508
947,4.880686255898851e-01,-0.311519
948,4.880686255898851e-01,-0.311519
949,4.880449893538619e-01,-0.311540
950,4.880449893538619e-01,-0.311540
951,4.880341534307943e-01,-0.311550
952,4.880341534307943e-01,-0.311550
953,4.880144474906431e-01,-0.311567
954,4.880144474906431e-01,-0.311567
955,4.880055780243396e-01,-0.311575
956,4.880055780243396e-01,-0.311575
957,4.879898073374813e-01,-0.311589
958,4.879898073374810e-01,-0.311589
959,4.879829065568351e-01,-0.311595
960,4.879829065568351e-01,-0.311595
961,4.879710750827650e-01,-0.311606
962,4.879710750827650e-01,-0.311606
963,4.879661447188556e-01,-0.311610
964,4.879661447188552e-01,-0.311610
965,4.879582554234400e-01,-0.311617
966,4.879582554234400e-01,-0.311617
967,4.879552967114119e-01,-0.311620
968,4.879552967114118e-01,-0.311620
969,4.879513515701078e-01,-0.311623
970,4.879513515701077e-01,-0.311623
971,4.879503652505114e-01,-0.311624
972,4.879503652505113e-01,-0.311624
973,1.049618742341426e-15,-14.978968
974,9.671160229144097e-16,-15.014521
975,8.790675198453625e-16,-15.055978
976,8.714136270465824e-16,-15.059776
977,7.943854681531670e-16,-15.099969
978,6.982394335397569e-16,-15.155996
979,6.502351975116310e-16,-15.186930
980,6.046883266478243e-16,-15.218468
981,5.956040222632008e-16,-15.225042
982,5.949278730343956e-16,-15.225536
983,5.822337640030581e-16,-15.234903
984,5.733436507051941e-16,-15.241585
985,5.677872608336090e-16,-15.245814
986,5.634348464467422e-16,-15.249156
987,5.501477330420336e-16,-15.259521
988,5.424310538207978e-16,-15.265655
989,5.375517057198930e-16,-15.269580
990,5.342103955394343e-16,-15.272288
991,5.270369691125490e-16,-15.278159
992,5.205624178820394e-16,-15.283527
993,5.193213125832110e-16,-15.284564
994,5.165338755030863e-16,-15.286901
995,5.136814746229167e-16,-15.289306
996,5.067779528910250e-16,-15.295182
997,5.037839473270449e-16,-15.297756
998,5.024277000333368e-16,-15.298926
999,4.970330500834384e-16,-15.303615
1000,4.947133898657789e-16,-15.305646
1001,4.910493810952822e-16,-15.308875
1002,4.877979622563122e-16,-15.311760
1003,4.836086154447904e-16,-15.315506
1004,4.801536982673561e-16,-15.318620
1005,4.789654285648644e-16,-15.319696
1006,4.761298090746168e-16,-15.322275
1007,4.735375614226916e-16,-15.324646
1008,4.695721705053784e-16,-15.328298
1009,4.671768971588602e-16,-15.330519
1010,4.644880777509786e-16,-15.333025
1011,4.625248786757691e-16,-15.334865
1012,4.584940149849891e-16,-15.338666
1013,4.582238335267179e-16,-15.338922
1014,4.542814384054529e-16,-15.342675
1015,4.524993029532122e-16,-15.344382
1016,4.480828096635440e-16,-15.348642
1017,4.464405468280301e-16,-15.350236
1018,4.444465243730553e-16,-15.352180
1019,4.418362009748762e-16,-15.354739
1020,4.373260096551316e-16,-15.359195
1021,4.356923050256069e-16,-15.360820
1022,4.337363068494568e-16,-15.362774
1023,4.317024290655259e-16,-15.364816
1024,4.280018543535630e-16,-15.368554
1025,4.268915244061563e-16,-15.369682
1026,4.254191838371933e-16,-15.371183
1027,4.240897114988486e-16,-15.372542
1028,4.234087370480835e-16,-15.373240
1029,4.209813483285079e-16,-15.375737
1030,4.165794578371481e-16,-15.380302
1031,4.155453717321206e-16,-15.381382
1032,4.119555748110402e-16,-15.385150
1033,4.109270680520439e-16,-15.386235
1034,4.104300607966901e-16,-15.386761
1035,4.085582585865637e-16,-15.388746
1036,4.070565631841823e-16,-15.390345
1037,4.035970218209058e-16,-15.394052
1038,4.007624711593702e-16,-15.397113
1039,3.987371031703080e-16,-15.399313
1040,3.974976541363698e-16,-15.400665
1041,3.959750656958718e-16,-15.402332
1042,3.945836352069288e-16,-15.403861
1043,3.927181273715268e-16,-15.405919
1044,3.921507172216872e-16,-15.406547
1045,3.899745893326098e-16,-15.408964
1046,3.884755616436259e-16,-15.410636
1047,3.859442665876757e-16,-15.413475
1048,3.839456512463854e-16,-15.415730
1049,3.811784261571846e-16,-15.418872
1050,3.788044263406881e-16,-15.421585
1051,3.774268337813006e-16,-15.423167
1052,3.753673541349438e-16,-15.425544
1053,3.725447370954079e-16,-15.428822
1054,3.710137508453876e-16,-15.430610
1055,3.688489862787402e-16,-15.433151
1056,3.684778194740131e-16,-15.433589
1057,3.669050023750862e-16,-15.435446
1058,3.641911834272106e-16,-15.438671
1059,3.640125972237926e-16,-15.438884
1060,3.625506719841048e-16,-15.440631
1061,3.624072622246903e-16,-15.440803
1062,3.623883180039455e-16,-15.440826
1063,3.604057095748127e-16,-15.443208
1064,3.587486855561912e-16,-15.445210
1065,3.571283158439150e-16,-15.447176
1066,3.544554012734132e-16,-15.450438
1067,3.532595035276759e-16,-15.451906
1068,3.532110973879042e-16,-15.451966
1069,3.508391903456189e-16,-15.454892
1070,3.484236961532639e-16,-15.457892
1071,3.474768756307997e-16,-15.459074
1072,3.466630051166847e-16,-15.460093
1073,3.455291120952672e-16,-15.461515
1074,3.440119300553698e-16,-15.463426
1075,3.415795965165778e-16,-15.466508
1076,3.391648911632554e-16,-15.469589
1077,3.371388954012337e-16,-15.472191
1078,3.366582081269820e-16,-15.472811
1079,3.353716142719554e-16,-15.474474
1080,3.325027408545954e-16,-15.478205
1081,3.321683231797874e-16,-15.478642
1082,3.308916754523040e-16,-15.480314
1083,3.299229286891820e-16,-15.481588
1084,3.295136983640985e-16,-15.482127
1085,3.286058680131625e-16,-15.483325
1086,3.270531306910782e-16,-15.485382
1087,3.257640944273404e-16,-15.487097
1088,3.251308370842871e-16,-15.487942
1089,3.222723070611369e-16,-15.491777
1090,3.219055389456901e-16,-15.492272
1091,3.218179546574427e-16,-15.492390
1092,3.193664392733723e-16,-15.495711
1093,3.180536822162413e-16,-15.497500
1094,3.163626598546150e-16,-15.499815
1095,3.141828437480302e-16,-15.502818
1096,3.139535229952334e-16,-15.503135
1097,3.132195579250959e-16,-15.504151
1098,3.130619398776667e-16,-15.504370
1099,3.116886332917762e-16,-15.506279
1100,3.110484449290023e-16,-15.507172
1101,3.097368098576631e-16,-15.509007
1102,3.079717545843898e-16,-15.511489
1103,3.069189852140164e-16,-15.512976
1104,3.057301462991742e-16,-15.514662
1105,3.050892838358992e-16,-15.515573
1106,3.041457687293309e-16,-15.516918
1107,3.035874052726900e-16,-15.517716
1108,3.013349310977543e-16,-15.520951
1109,3.003900635946848e-16,-15.522314
1110,2.990360189688690e-16,-15.524276
1111,2.970302000059883e-16,-15.527199
1112,2.959338582611992e-16,-15.528805
1113,2.953653202746865e-16,-15.529640
1114,2.951425182440467e-16,-15.529968
1115,2.934233240425320e-16,-15.532505
1116,2.919956193181185e-16,-15.534624
1117,2.901832571978236e-16,-15.537328
1118,2.891162078203090e-16,-15.538928
1119,2.867399075250839e-16,-15.542512
1120,2.859634019948102e-16,-15.543690
1121,2.843635252259281e-16,-15.546126
1122,2.820772461823754e-16,-15.549632
1123,2.812980901204544e-16,-15.550833
1124,2.795678737153086e-16,-15.553513
1125,2.792625026005737e-16,-15.553987
1126,2.773843950359278e-16,-15.556918
1127,2.772082046814716e-16,-15.557194
1128,2.760097015173770e-16,-15.559076
1129,2.755877358313680e-16,-15.559740
1130,2.748287330369912e-16,-15.560938
1131,2.727415081238280e-16,-15.564249
1132,2.724230440365021e-16,-15.564756
1133,2.721591168193094e-16,-15.565177
1134,2.706576175602127e-16,-15.567580
1135,2.695262534332698e-16,-15.569399
1136,2.689161456782966e-16,-15.570383
1137,2.671564977463403e-16,-15.573234
1138,2.659715889494711e-16,-15.575165
1139,2.644171619398447e-16,-15.577710
1140,2.626500991952233e-16,-15.580622
1141,2.620037728700191e-16,-15.581692
1142,2.615569194581618e-16,-15.582434
1143,2.612836725048613e-16,-15.582888
1144,2.605054875046773e-16,-15.584183
1145,2.587577575107206e-16,-15.587107
1146,2.577648874834249e-16,-15.588776
1147,2.560900717721886e-16,-15.591607
1148,2.552810203184204e-16,-15.592981
1149,2.539726922922559e-16,-15.595213
1150,2.531533763187373e-16,-15.596616
1151,2.522754669388466e-16,-15.598125
1152,2.517849681030183e-16,-15.598970
1153,2.490987406209005e-16,-15.603628
1154,2.488236008845281e-16,-15.604108
1155,2.468572648120896e-16,-15.607554
1156,2.457463820166660e-16,-15.609513
1157,2.441097518239516e-16,-15.612415
1158,2.429158119115556e-16,-15.614544
1159,2.419394221985046e-16,-15.616293
1160,2.409940744807742e-16,-15.617994
1161,2.406124596058725e-16,-15.618682
1162,2.401181258537607e-16,-15.619575
1163,2.378788374603963e-16,-15.623644
1164,2.369869528196911e-16,-15.625276
1165,2.358935136475527e-16,-15.627284
1166,2.349250340608817e-16,-15.629071
1167,2.346159076311552e-16,-15.629643
1168,2.335935762123065e-16,-15.631539
1169,2.335485748688358e-16,-15.631623
1170,2.327320953807307e-16,-15.633144
1171,2.312493043005035e-16,-15.635920
1172,2.300667460186791e-16,-15.638146
1173,2.277052868454955e-16,-15.642627
1174,2.276536838019286e-16,-15.642725
1175,2.267713799852371e-16,-15.644412
1176,2.264798616587154e-16,-15.644970
1177,2.255729196882033e-16,-15.646713
1178,2.243763139165833e-16,-15.649023
1179,2.243124785099857e-16,-15.649147
1180,2.235038398770832e-16,-15.650715
1181,2.217458128906169e-16,-15.654145
1182,2.193990107638887e-16,-15.658765
1183,2.189792840295135e-16,-15.659597
1184,2.176353368080915e-16,-15.662271
1185,2.173300553491534e-16,-15.662880
1186,2.155970509902510e-16,-15.666357
1187,2.153615181083748e-16,-15.666832
1188,2.138583113209429e-16,-15.669874
1189,2.119328888714098e-16,-15.673802
1190,2.111374068639485e-16,-15.675435
1191,2.104802403629176e-16,-15.676789
1192,2.097063096090332e-16,-15.678389
1193,2.090108343115021e-16,-15.679831
1194,2.070411251211920e-16,-15.683943
1195,2.064560134984333e-16,-15.685172
1196,2.062185536964980e-16,-15.685672
1197,2.058878651676966e-16,-15.686369
1198,2.053964953346950e-16,-15.687407
1199,2.051152290795980e-16,-15.688002
1200,2.037598444811596e-16,-15.690881
1201,2.028957097464177e-16,-15.692727
1202,2.022731357115768e-16,-15.694062
1203,2.002825410284055e-16,-15.698357
1204,1.999274601963411e-16,-15.699128
1205,1.987161423638866e-16,-15.701767
1206,1.986677564437228e-16,-15.701873
1207,1.977936395626910e-16,-15.703788
1208,1.964613206761384e-16,-15.706723
1209,1.959011397869130e-16,-15.707963
1210,1.947622752422867e-16,-15.710495
1211,1.934436402212914e-16,-15.713446
1212,1.925734992410085e-16,-15.715403
1213,1.913586088976470e-16,-15.718152
1214,1.905411843693182e-16,-15.720011
1215,1.893191850395956e-16,-15.722805
1216,1.889776061374533e-16,-15.723590
1217,1.878668921450689e-16,-15.726150
1218,1.875452399858606e-16,-15.726894
1219,1.869297280966401e-16,-15.728322
1220,1.869020980971273e-16,-15.728386
1221,1.867659956559468e-16,-15.728702
1222,1.846672405188532e-16,-15.733610
1223,1.834402408932639e-16,-15.736505
1224,1.831042083686297e-16,-15.737302
1225,1.818180886970192e-16,-15.740363
1226,1.814414231897256e-16,-15.741264
1227,1.806995370500222e-16,-15.743043
1228,1.800690744970231e-16,-15.744561
1229,1.786639000894976e-16,-15.747963
1230,1.781627877404309e-16,-15.749183
1231,1.776999240704989e-16,-15.750313
1232,1.774929219218620e-16,-15.750819
1233,1.765132766206865e-16,-15.753223
1234,1.753240485955856e-16,-15.756159
1235,1.747615682314205e-16,-15.757554
1236,1.731477711640502e-16,-15.761583
1237,1.724861867658224e-16,-15.763246
1238,1.721476624479061e-16,-15.764099
1239,1.706889916960972e-16,-15.767794
1240,1.702297116854783e-16,-15.768965
1241,1.698238828717350e-16,-15.770001
1242,1.690433944769626e-16,-15.772002
1243,1.682228266922699e-16,-15.774115
1244,1.668891354074236e-16,-15.777572
1245,1.660136095907177e-16,-15.779856
1246,1.652134272724586e-16,-15.781955
1247,1.648546241912231e-16,-15.782899
1248,1.634673569536159e-16,-15.786569
1249,1.617221265136540e-16,-15.791231
1250,1.615048578563017e-16,-15.791814
1251,1.606255863167856e-16,-15.794185
1252,1.599407969241592e-16,-15.796041
1253,1.597031149896136e-16,-15.796687
1254,1.590137835485084e-16,-15.798565
1255,1.573780299327102e-16,-15.803056
1256,1.567806085408060e-16,-15.804708
1257,1.565893102003377e-16,-15.805238
1258,1.558102942258750e-16,-15.807404
1259,1.549331406805046e-16,-15.809856
1260,1.532273304205766e-16,-15.814664
1261,1.524362286884720e-16,-15.816912
1262,1.520958782086864e-16,-15.817883
1263,1.512143663801768e-16,-15.820407
1264,1.506824111712386e-16,-15.821937
1265,1.491711472183882e-16,-15.826315
1266,1.477593367166203e-16,-15.830445
1267,1.477465029635069e-16,-15.830483
1268,1.471949089215986e-16,-15.832107
1269,1.458555284029595e-16,-15.836077
1270,1.456285247245248e-16,-15.836754
1271,1.453399160440860e-16,-15.837615
1272,1.432950944224731e-16,-15.843769
1273,1.427752330907191e-16,-15.845347
1274,1.419389713264066e-16,-15.847898
1275,1.415807615362002e-16,-15.848996
1276,1.408964523968591e-16,-15.851100
1277,1.399366964486651e-16,-15.854068
1278,1.386864865177438e-16,-15.857966
1279,1.379488782034568e-16,-15.860282
1280,1.378994114124326e-16,-15.860438
1281,1.363739160513404e-16,-15.865269
1282,1.355112256953335e-16,-15.868025
1283,1.347204454937415e-16,-15.870566
1284,1.327307097852550e-16,-15.877029
1285,1.320600519164640e-16,-15.879229
1286,1.313863344637097e-16,-15.881450
1287,1.308403310924515e-16,-15.883258
1288,1.293114219052487e-16,-15.888363
1289,1.289411690840589e-16,-15.889608
1290,1.284129663065014e-16,-15.891391
1291,1.282922129041878e-16,-15.891800
1292,1.276603371899537e-16,-15.893944
1293,1.267208379470766e-16,-15.897152
1294,1.258301693078796e-16,-15.900215
1295,1.250841756181977e-16,-15.902798
1296,1.247964837315878e-16,-15.903798
1297,1.235873906285949e-16,-15.908026
1298,1.225965841975510e-16,-15.911522
1299,1.218071458784016e-16,-15.914327
1300,1.216610340183774e-16,-15.914848
1301,1.202949167026093e-16,-15.919753
1302,1.199707438525537e-16,-15.920925
1303,1.197309052420347e-16,-15.921794
1304,1.188577444888159e-16,-15.924973
1305,1.167130850645514e-16,-15.932880
1306,1.158334295141606e-16,-15.936166
1307,1.147147721612511e-16,-15.940381
1308,1.137011613924608e-16,-15.944235
1309,1.130329595031982e-16,-15.946795
1310,1.114821309233315e-16,-15.952795
1311,1.096493079168874e-16,-15.959994
1312,1.082748880531696e-16,-15.965472
1313,1.076699685189751e-16,-15.967905
1314,1.071946148691887e-16,-15.969827
1315,1.066610713930612e-16,-15.971994
1316,1.057062843231138e-16,-15.975899
1317,1.038230764351106e-16,-15.983706
1318,1.030469579210958e-16,-15.986965
1319,1.018339182844550e-16,-15.992108
1320,1.008531177312468e-16,-15.996311
1321,1.007109646333568e-16,-15.996923
1322,9.979741621425580e-17,-16.000881
1323,9.860231993339527e-17,-16.006113
1324,9.734532006321357e-17,-16.011685
1325,9.626817800739008e-17,-16.016517
1326,9.497572502341341e-17,-16.022387
1327,9.411974623387477e-17,-16.026319
1328,9.392438200346799e-17,-16.027222
1329,9.349096480304990e-17,-16.029230
1330,9.244261972119438e-17,-16.034128
1331,9.082294222035162e-17,-16.041804
1332,9.038280276065323e-17,-16.043914
1333,8.993358932116079e-17,-16.046078
1334,8.946395041840203e-17,-16.048352
1335,8.943239535609703e-17,-16.048505
1336,8.865162459571100e-17,-16.052313
1337,8.849982720790815e-17,-16.053058
1338,8.765097081405994e-17,-16.057243
1339,8.715083450989892e-17,-16.059728
1340,8.688693726962737e-17,-16.061046
1341,8.656951883642380e-17,-16.062635
1342,8.636780475313211e-17,-16.063648
1343,8.628166721449767e-17,-16.064081
1344,8.548990955055183e-17,-16.068085
1345,8.525300820193415e-17,-16.069290
1346,8.478209566738587e-17,-16.071696
1347,8.466881289561162e-17,-16.072277
1348,8.261990302127549e-17,-16.082915
1349,8.207465424580455e-17,-16.085791
1350,8.137114477900621e-17,-16.089530
1351,8.134905433611061e-17,-16.089647
1352,8.114588518255950e-17,-16.090733
1353,7.986961808223149e-17,-16.097618
1354,7.980979663838312e-17,-16.097944
1355,7.966695540674507e-17,-16.098722
1356,7.893127328837116e-17,-16.102751
1357,7.881288966284436e-17,-16.103403
1358,7.872970979898146e-17,-16.103861
1359,7.748403833168546e-17,-16.110788
1360,7.700964860300184e-17,-16.113455
1361,7.684601904296452e-17,-16.114379
1362,7.653060695972238e-17,-16.116165
1363,7.646457331390783e-17,-16.116540
1364,7.606522445436322e-17,-16.118814
1365,7.503017743926004e-17,-16.124764
1366,7.475985004713490e-17,-16.126332
1367,7.459324916799626e-17,-16.127300
1368,7.425524278409137e-17,-16.129273
1369,7.410947971634416e-17,-16.130126
1370,7.345650080457804e-17,-16.133970
1371,7.344074671724711e-17,-16.134063
1372,7.323339189579854e-17,-16.135291
1373,7.315579201722586e-17,-16.135751
1374,7.305794500849004e-17,-16.136333
1375,7.280010307980072e-17,-16.137868
1376,7.198066320030071e-17,-16.142784
1377,7.185717847280444e-17,-16.143530
1378,7.184105734055040e-17,-16.143627
1379,7.164865420126878e-17,-16.144792
1380,7.160849316831901e-17,-16.145035
1381,7.159511748709166e-17,-16.145117
1382,7.137426904985516e-17,-16.146458
1383,7.127889444379396e-17,-16.147039
1384,7.077645007192184e-17,-16.150111
1385,7.017886909110441e-17,-16.153794
1386,6.941755841364039e-17,-16.158531
1387,6.909390506903872e-17,-16.160560
1388,6.850393216517385e-17,-16.164284
1389,6.765991096414827e-17,-16.169669
1390,6.692805554635069e-17,-16.174392
1391,6.645013285439566e-17,-16.177504
1392,6.622961361093556e-17,-16.178948
1393,6.593478054520116e-17,-16.180885
1394,6.562718890904429e-17,-16.182916
1395,6.532434706408918e-17,-16.184925
1396,6.532434706408918e-17,-16.184925
1397,6.431897105608712e-17,-16.191661
1398,6.321915271475964e-17,-16.199151
1399,6.222737379208984e-17,-16.206019
1400,6.091690565665687e-17,-16.215262
1401,6.083414496243654e-17,-16.215853
1402,6.028374640580585e-17,-16.219800
1403,5.945674125734745e-17,-16.225799
1404,5.791924117254728e-17,-16.237177
1405,5.765262652103802e-17,-16.239181
1406,5.719579127274905e-17,-16.242636
1407,5.647997651741762e-17,-16.248105
1408,5.492821379032727e-17,-16.260205
1409,5.360500920294586e-17,-16.270795
1410,5.306738681147266e-17,-16.275172
1411,5.239649353740243e-17,-16.280698
1412,5.212383429553211e-17,-16.282964
1413,5.097658601212795e-17,-16.292629
1414,4.911628630241694e-17,-16.308774
1415,4.881864096041700e-17,-16.311414
1416,4.826886623093078e-17,-16.316333
1417,4.718504477840373e-17,-16.326196
1418,4.616190560033719e-17,-16.335716
1419,4.587091682346907e-17,-16.338463
1420,4.477634044543520e-17,-16.348951
1421,4.431271433576951e-17,-16.353472
1422,4.396359030591679e-17,-16.356907
1423,4.247177046551632e-17,-16.371900
1424,4.179184470548426e-17,-16.378908
1425,4.111194424820533e-17,-16.386032
1426,3.934336102424784e-17,-16.405129
1427,3.924933488290773e-17,-16.406168
1428,3.824531039143459e-17,-16.417422
1429,3.759139620941221e-17,-16.424912
1430,3.570684086481442e-17,-16.447249
1431,3.459314796073978e-17,-16.461010
1432,3.356323681863146e-17,-16.474136
1433,3.261581333025447e-17,-16.486572
1434,3.160272273289242e-17,-16.500275
1435,3.003345086647155e-17,-16.522395
1436,2.868775144467895e-17,-16.542303
1437,2.680110690055067e-17,-16.571847
1438,2.531123481557126e-17,-16.596687
1439,2.460705511485194e-17,-16.608940
1440,2.337646673769279e-17,-16.631221
1441,2.159347602889105e-17,-16.665677
1442,2.132735377335101e-17,-16.671063
1443,2.015863861750282e-17,-16.695539
1444,1.994421417698748e-17,-16.700183
1445,1.890140678134275e-17,-16.723506
1446,1.807168704806099e-17,-16.743001
1447,1.637306637910110e-17,-16.785870
