y_idx,y,n_preimage_strict,n_preimage_eff,max_K,entropy,total_mass,entropy_over_log_npre
410,616,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
411,617,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
412,619,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
413,620,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
414,622,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
415,623,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
416,625,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
417,626,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
418,628,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
419,629,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
420,631,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
421,632,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
422,634,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
423,635,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
424,637,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
425,638,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
426,640,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
427,641,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
428,643,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
429,644,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
430,646,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
431,647,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
432,649,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
433,650,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
434,652,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
435,653,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
436,655,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
437,656,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
438,658,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
439,659,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
440,661,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
441,662,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
442,664,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
443,665,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
444,667,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
445,668,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
446,670,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
447,671,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
448,673,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
449,674,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
450,676,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
451,677,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
452,679,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
453,680,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
454,682,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
455,683,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
456,685,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
457,686,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
458,688,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
459,689,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
460,691,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
461,692,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
462,694,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
463,695,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
464,697,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
465,698,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
466,700,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
467,701,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
468,703,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
469,704,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
470,706,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
471,707,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
472,709,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
473,710,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
474,712,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
475,713,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
476,715,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
477,716,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
478,718,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
479,719,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
480,721,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
481,722,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
482,724,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
483,725,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
484,727,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
485,728,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
486,730,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
487,731,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
488,733,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
489,734,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
490,736,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
491,737,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
492,739,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
493,740,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
494,742,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
495,743,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
496,745,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
497,746,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
498,748,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
499,749,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
500,751,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
501,752,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
502,754,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
503,755,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
504,757,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
505,758,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
506,760,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
507,761,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
508,763,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
509,764,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
510,766,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
511,767,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
512,769,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
513,770,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
514,772,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
515,773,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
516,775,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
517,776,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
518,778,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
519,779,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
520,781,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
521,782,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
522,784,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
523,785,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
524,787,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
525,788,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
526,790,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
527,791,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
528,793,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
529,794,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
530,796,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
531,797,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
532,799,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
533,800,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
534,802,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
535,803,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
536,805,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
537,806,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
538,808,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
539,809,22,22,2.500000e-01,1.404104,8.095245e-01,0.454249
540,811,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
541,812,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
542,814,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
543,815,20,20,6.250000e-02,1.680820,2.380962e-01,0.561071
544,817,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
545,818,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
546,820,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
547,821,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
548,823,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
549,824,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
550,826,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
551,827,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
552,829,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
553,830,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
554,832,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
555,833,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
556,835,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
557,836,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
558,838,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
559,839,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
560,841,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
561,842,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
562,844,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
563,845,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
564,847,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
565,848,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
566,850,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
567,851,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
568,853,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
569,854,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
570,856,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
571,857,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
572,859,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
573,860,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
574,862,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
575,863,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
576,865,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
577,866,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
578,868,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
579,869,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
580,871,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
581,872,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
582,874,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
583,875,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
584,877,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
585,878,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
586,880,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
587,881,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
588,883,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
589,884,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
590,886,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
591,887,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
592,889,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
593,890,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
594,892,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
595,893,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
596,895,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
597,896,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
598,898,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
599,899,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
600,901,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
601,902,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
602,904,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
603,905,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
604,907,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
605,908,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
606,910,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
607,911,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
608,913,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
609,914,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
610,916,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
611,917,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
612,919,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
613,920,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
614,922,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
615,923,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
616,925,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
617,926,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
618,928,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
619,929,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
620,931,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
621,932,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
622,934,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
623,935,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
624,937,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
625,938,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
626,940,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
627,941,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
628,943,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
629,944,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
630,946,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
631,947,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
632,949,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
633,950,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
634,952,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
635,953,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
636,955,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
637,956,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
638,958,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
639,959,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
640,961,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
641,962,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
642,964,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
643,965,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
644,967,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
645,968,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
646,970,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
647,971,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
648,973,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
649,974,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
650,976,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
651,977,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
652,979,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
653,980,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
654,982,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
655,983,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
656,985,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
657,986,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
658,988,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
659,989,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
660,991,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
661,992,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
662,994,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
663,995,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
664,997,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
665,998,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
666,1000,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
667,1001,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
668,1003,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
669,1004,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
670,1006,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
671,1007,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
672,1009,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
673,1010,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
674,1012,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
675,1013,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
676,1015,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
677,1016,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
678,1018,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
679,1019,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
680,1021,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
681,1022,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
682,1024,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
683,1025,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
684,1027,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
685,1028,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
686,1030,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
687,1031,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
688,1033,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
689,1034,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
690,1036,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
691,1037,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
692,1039,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
693,1040,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
694,1042,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
695,1043,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
696,1045,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
697,1046,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
698,1048,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
699,1049,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
700,1051,22,22,5.000000e-01,1.404096,1.619048e+00,0.454247
701,1052,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
702,1054,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
703,1055,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
704,1057,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
705,1058,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
