from_state,to_state,K_derived,K_empirical,diff
(5|9),(25|6),0.020720,0.000000,+0.020720
(5|9),(25|7),0.041440,0.000000,+0.041440
(5|9),(27|6),0.020580,0.000000,+0.020580
(5|9),(27|7),0.041160,0.007828,+0.033332
(5|9),(29|6),0.020861,0.000000,+0.020861
(5|9),(29|7),0.041721,0.000000,+0.041721
(5|9),(31|6),0.020963,0.058215,-0.037251
(5|9),(31|7),0.041927,0.000000,+0.041927
(5|10),(1|7),0.020899,0.000000,+0.020899
(5|10),(1|8),0.041799,0.034594,+0.007204
(5|10),(3|7),0.020979,0.000000,+0.020979
(5|10),(3|8),0.041957,0.016820,+0.025138
(5|10),(5|7),0.021035,0.000000,+0.021035
(5|10),(5|8),0.042071,0.008994,+0.033076
(5|10),(7|7),0.020870,0.039679,-0.018809
(5|10),(7|8),0.041740,0.003833,+0.037907
(5|10),(9|7),0.020786,0.000000,+0.020786
(5|10),(9|8),0.041572,0.022865,+0.018707
(5|10),(11|7),0.020802,0.092825,-0.072023
(5|10),(11|8),0.041604,0.038688,+0.002916
(5|10),(13|7),0.020513,0.320665,-0.300152
(5|10),(13|8),0.041025,0.000000,+0.041025
(5|10),(15|7),0.020845,0.000000,+0.020845
(5|10),(15|8),0.041691,0.068958,-0.027267
(5|10),(17|7),0.020707,0.012133,+0.008574
(5|10),(17|8),0.041413,0.000000,+0.041413
(5|10),(19|7),0.020806,0.000000,+0.020806
(5|10),(19|8),0.041612,0.051651,-0.010039
(5|10),(21|7),0.020805,0.000000,+0.020805
(5|10),(21|8),0.041611,0.037537,+0.004074
(5|10),(23|7),0.021162,0.000000,+0.021162
(5|10),(23|8),0.042324,0.104715,-0.062391
(5|10),(25|7),0.020720,0.014785,+0.005935
(5|10),(25|8),0.041440,0.038759,+0.002681
(5|10),(27|7),0.020580,0.000000,+0.020580
(5|10),(27|8),0.041160,0.006431,+0.034729
(5|10),(29|7),0.020861,0.047309,-0.026448
(5|10),(29|8),0.041721,0.010264,+0.031457
(5|10),(31|7),0.020963,0.028495,-0.007532
(5|10),(31|8),0.041927,0.000000,+0.041927
(5|11),(1|8),0.020899,0.003756,+0.017144
(5|11),(1|9),0.041799,0.772321,-0.730522
(5|11),(3|8),0.020979,0.007026,+0.013953
(5|11),(3|9),0.041957,0.009510,+0.032447
(5|11),(5|8),0.021035,0.001391,+0.019645
(5|11),(5|9),0.042071,0.005529,+0.036541
(5|11),(7|8),0.020870,0.008728,+0.012142
(5|11),(7|9),0.041740,0.002502,+0.039238
(5|11),(9|8),0.020786,0.003472,+0.017314
(5|11),(9|9),0.041572,0.005006,+0.036566
(5|11),(11|8),0.020802,0.000000,+0.020802
(5|11),(11|9),0.041604,0.002065,+0.039539
(5|11),(13|8),0.020513,0.010713,+0.009799
(5|11),(13|9),0.041025,0.006369,+0.034656
(5|11),(15|8),0.020845,0.000000,+0.020845
(5|11),(15|9),0.041691,0.010483,+0.031208
(5|11),(17|8),0.020707,0.002195,+0.018512
(5|11),(17|9),0.041413,0.006172,+0.035242
(5|11),(19|8),0.020806,0.002300,+0.018506
(5|11),(19|9),0.041612,0.004864,+0.036748
(5|11),(21|8),0.020805,0.016495,+0.004310
(5|11),(21|9),0.041611,0.001754,+0.039857
(5|11),(23|8),0.021162,0.004301,+0.016861
(5|11),(23|9),0.042324,0.006837,+0.035487
(5|11),(25|8),0.020720,0.035296,-0.014576
(5|11),(25|9),0.041440,0.001510,+0.039930
(5|11),(27|8),0.020580,0.005714,+0.014866
(5|11),(27|9),0.041160,0.011226,+0.029934
(5|11),(29|8),0.020861,0.000000,+0.020861
(5|11),(29|9),0.041721,0.036851,+0.004871
(5|11),(31|8),0.020963,0.014734,+0.006229
(5|11),(31|9),0.041927,0.000880,+0.041046
(5|12),(1|9),0.020899,0.030544,-0.009644
(5|12),(1|10),0.041799,0.035006,+0.006792
(5|12),(3|9),0.020979,0.001403,+0.019576
(5|12),(3|10),0.041957,0.040338,+0.001619
(5|12),(5|9),0.021035,0.027176,-0.006141
(5|12),(5|10),0.042071,0.042099,-0.000028
(5|12),(7|9),0.020870,0.027088,-0.006218
(5|12),(7|10),0.041740,0.060879,-0.019139
(5|12),(9|9),0.020786,0.034120,-0.013334
(5|12),(9|10),0.041572,0.018637,+0.022935
(5|12),(11|9),0.020802,0.053302,-0.032500
(5|12),(11|10),0.041604,0.054199,-0.012595
(5|12),(13|9),0.020513,0.007934,+0.012578
(5|12),(13|10),0.041025,0.030489,+0.010537
(5|12),(15|9),0.020845,0.030329,-0.009484
(5|12),(15|10),0.041691,0.032585,+0.009105
(5|12),(17|9),0.020707,0.036393,-0.015686
(5|12),(17|10),0.041413,0.006196,+0.035218
(5|12),(19|9),0.020806,0.017261,+0.003545
(5|12),(19|10),0.041612,0.019489,+0.022123
(5|12),(21|9),0.020805,0.036085,-0.015279
(5|12),(21|10),0.041611,0.045714,-0.004103
(5|12),(23|9),0.021162,0.012303,+0.008859
(5|12),(23|10),0.042324,0.026753,+0.015571
(5|12),(25|9),0.020720,0.021426,-0.000706
(5|12),(25|10),0.041440,0.039331,+0.002109
(5|12),(27|9),0.020580,0.072852,-0.052272
(5|12),(27|10),0.041160,0.018835,+0.022325
(5|12),(29|9),0.020861,0.024904,-0.004043
(5|12),(29|10),0.041721,0.027099,+0.014622
(5|12),(31|9),0.020963,0.053841,-0.032878
(5|12),(31|10),0.041927,0.015390,+0.026536
(5|13),(1|10),0.020899,0.008261,+0.012638
(5|13),(1|11),0.041799,0.026100,+0.015699
(5|13),(3|10),0.020979,0.016510,+0.004468
(5|13),(3|11),0.041957,0.012767,+0.029190
(5|13),(5|10),0.021035,0.024102,-0.003066
(5|13),(5|11),0.042071,0.029358,+0.012713
(5|13),(7|10),0.020870,0.026156,-0.005286
(5|13),(7|11),0.041740,0.025474,+0.016266
(5|13),(9|10),0.020786,0.020282,+0.000504
(5|13),(9|11),0.041572,0.027452,+0.014120
(5|13),(11|10),0.020802,0.030870,-0.010068
(5|13),(11|11),0.041604,0.016843,+0.024761
(5|13),(13|10),0.020513,0.028672,-0.008159
(5|13),(13|11),0.041025,0.073500,-0.032475
(5|13),(15|10),0.020845,0.028379,-0.007533
(5|13),(15|11),0.041691,0.096547,-0.054856
(5|13),(17|10),0.020707,0.014597,+0.006110
(5|13),(17|11),0.041413,0.058591,-0.017177
(5|13),(19|10),0.020806,0.061115,-0.040309
(5|13),(19|11),0.041612,0.017871,+0.023741
(5|13),(21|10),0.020805,0.014203,+0.006602
(5|13),(21|11),0.041611,0.023480,+0.018131
(5|13),(23|10),0.021162,0.003109,+0.018053
(5|13),(23|11),0.042324,0.027612,+0.014712
(5|13),(25|10),0.020720,0.011114,+0.009606
(5|13),(25|11),0.041440,0.022332,+0.019108
(5|13),(27|10),0.020580,0.015343,+0.005237
(5|13),(27|11),0.041160,0.028495,+0.012665
(5|13),(29|10),0.020861,0.009645,+0.011215
(5|13),(29|11),0.041721,0.062459,-0.020737
(5|13),(31|10),0.020963,0.080863,-0.059899
(5|13),(31|11),0.041927,0.057901,-0.015974
(5|14),(1|11),0.020899,0.021663,-0.000764
(5|14),(1|12),0.041799,0.027279,+0.014519
(5|14),(3|11),0.020979,0.027275,-0.006296
(5|14),(3|12),0.041957,0.034858,+0.007100
(5|14),(5|11),0.021035,0.022521,-0.001485
(5|14),(5|12),0.042071,0.041783,+0.000287
(5|14),(7|11),0.020870,0.013027,+0.007843
(5|14),(7|12),0.041740,0.020978,+0.020762
(5|14),(9|11),0.020786,0.021346,-0.000560
(5|14),(9|12),0.041572,0.028724,+0.012848
(5|14),(11|11),0.020802,0.029199,-0.008397
(5|14),(11|12),0.041604,0.042552,-0.000948
(5|14),(13|11),0.020513,0.039886,-0.019374
(5|14),(13|12),0.041025,0.025242,+0.015783
(5|14),(15|11),0.020845,0.015366,+0.005479
(5|14),(15|12),0.041691,0.032383,+0.009308
(5|14),(17|11),0.020707,0.016513,+0.004194
(5|14),(17|12),0.041413,0.152131,-0.110717
(5|14),(19|11),0.020806,0.025555,-0.004749
(5|14),(19|12),0.041612,0.030327,+0.011285
(5|14),(21|11),0.020805,0.013656,+0.007149
(5|14),(21|12),0.041611,0.048485,-0.006875
(5|14),(23|11),0.021162,0.022022,-0.000860
(5|14),(23|12),0.042324,0.037057,+0.005267
(5|14),(25|11),0.020720,0.027880,-0.007160
(5|14),(25|12),0.041440,0.023360,+0.018080
(5|14),(27|11),0.020580,0.017678,+0.002902
(5|14),(27|12),0.041160,0.030355,+0.010805
(5|14),(29|11),0.020861,0.030397,-0.009537
(5|14),(29|12),0.041721,0.029847,+0.011874
(5|14),(31|11),0.020963,0.023560,-0.002597
(5|14),(31|12),0.041927,0.027093,+0.014834
(5|15),(1|12),0.020899,0.020450,+0.000449
(5|15),(1|13),0.041799,0.032445,+0.009354
(5|15),(3|12),0.020979,0.018916,+0.002063
(5|15),(3|13),0.041957,0.034404,+0.007553
(5|15),(5|12),0.021035,0.020562,+0.000473
(5|15),(5|13),0.042071,0.040193,+0.001877
(5|15),(7|12),0.020870,0.021309,-0.000439
(5|15),(7|13),0.041740,0.031111,+0.010629
(5|15),(9|12),0.020786,0.056827,-0.036041
(5|15),(9|13),0.041572,0.031000,+0.010572
(5|15),(11|12),0.020802,0.018719,+0.002083
(5|15),(11|13),0.041604,0.055230,-0.013626
(5|15),(13|12),0.020513,0.034109,-0.013596
(5|15),(13|13),0.041025,0.039366,+0.001660
(5|15),(15|12),0.020845,0.030758,-0.009913
(5|15),(15|13),0.041691,0.020405,+0.021285
(5|15),(17|12),0.020707,0.016401,+0.004305
(5|15),(17|13),0.041413,0.023609,+0.017805
(5|15),(19|12),0.020806,0.020732,+0.000074
(5|15),(19|13),0.041612,0.035635,+0.005977
(5|15),(21|12),0.020805,0.059029,-0.038223
(5|15),(21|13),0.041611,0.034270,+0.007341
(5|15),(23|12),0.021162,0.020464,+0.000698
(5|15),(23|13),0.042324,0.028320,+0.014004
(5|15),(25|12),0.020720,0.009650,+0.011070
(5|15),(25|13),0.041440,0.091160,-0.049720
(5|15),(27|12),0.020580,0.022987,-0.002407
(5|15),(27|13),0.041160,0.027215,+0.013945
(5|15),(29|12),0.020861,0.019189,+0.001672
(5|15),(29|13),0.041721,0.035527,+0.006194
(5|15),(31|12),0.020963,0.027599,-0.006636
(5|15),(31|13),0.041927,0.022410,+0.019517
(5|16),(1|13),0.020899,0.025379,-0.004480
(5|16),(1|14),0.041799,0.030623,+0.011176
(5|16),(3|13),0.020979,0.025106,-0.004127
(5|16),(3|14),0.041957,0.041009,+0.000948
(5|16),(5|13),0.021035,0.015830,+0.005205
(5|16),(5|14),0.042071,0.043981,-0.001911
(5|16),(7|13),0.020870,0.020477,+0.000393
(5|16),(7|14),0.041740,0.047773,-0.006033
(5|16),(9|13),0.020786,0.025912,-0.005126
(5|16),(9|14),0.041572,0.028779,+0.012793
(5|16),(11|13),0.020802,0.023158,-0.002356
(5|16),(11|14),0.041604,0.038246,+0.003358
(5|16),(13|13),0.020513,0.028452,-0.007939
(5|16),(13|14),0.041025,0.042843,-0.001818
(5|16),(15|13),0.020845,0.020555,+0.000291
(5|16),(15|14),0.041691,0.041464,+0.000226
(5|16),(17|13),0.020707,0.032926,-0.012219
(5|16),(17|14),0.041413,0.032311,+0.009102
(5|16),(19|13),0.020806,0.017091,+0.003715
(5|16),(19|14),0.041612,0.052356,-0.010744
(5|16),(21|13),0.020805,0.041970,-0.021164
(5|16),(21|14),0.041611,0.034109,+0.007502
(5|16),(23|13),0.021162,0.021561,-0.000399
(5|16),(23|14),0.042324,0.037040,+0.005284
(5|16),(25|13),0.020720,0.022484,-0.001764
(5|16),(25|14),0.041440,0.033608,+0.007832
(5|16),(27|13),0.020580,0.025102,-0.004522
(5|16),(27|14),0.041160,0.028442,+0.012718
(5|16),(29|13),0.020861,0.023613,-0.002753
(5|16),(29|14),0.041721,0.033294,+0.008427
(5|16),(31|13),0.020963,0.029544,-0.008581
(5|16),(31|14),0.041927,0.034960,+0.006966
(5|17),(1|14),0.020899,0.026761,-0.005862
(5|17),(1|15),0.041799,0.048685,-0.006887
(5|17),(3|14),0.020979,0.027581,-0.006603
(5|17),(3|15),0.041957,0.040309,+0.001649
(5|17),(5|14),0.021035,0.024394,-0.003358
(5|17),(5|15),0.042071,0.040790,+0.001280
(5|17),(7|14),0.020870,0.023374,-0.002504
(5|17),(7|15),0.041740,0.035564,+0.006176
(5|17),(9|14),0.020786,0.027711,-0.006925
(5|17),(9|15),0.041572,0.031204,+0.010368
(5|17),(11|14),0.020802,0.028216,-0.007414
(5|17),(11|15),0.041604,0.034040,+0.007564
(5|17),(13|14),0.020513,0.030926,-0.010414
(5|17),(13|15),0.041025,0.029574,+0.011452
(5|17),(15|14),0.020845,0.018787,+0.002058
(5|17),(15|15),0.041691,0.047277,-0.005586
(5|17),(17|14),0.020707,0.027785,-0.007078
(5|17),(17|15),0.041413,0.030185,+0.011228
(5|17),(19|14),0.020806,0.023759,-0.002953
(5|17),(19|15),0.041612,0.041170,+0.000442
(5|17),(21|14),0.020805,0.020678,+0.000128
(5|17),(21|15),0.041611,0.039197,+0.002414
(5|17),(23|14),0.021162,0.022290,-0.001128
(5|17),(23|15),0.042324,0.030574,+0.011750
(5|17),(25|14),0.020720,0.020599,+0.000121
(5|17),(25|15),0.041440,0.039711,+0.001729
(5|17),(27|14),0.020580,0.028008,-0.007428
(5|17),(27|15),0.041160,0.039132,+0.002028
(5|17),(29|14),0.020861,0.018783,+0.002078
(5|17),(29|15),0.041721,0.037672,+0.004049
(5|17),(31|14),0.020963,0.027447,-0.006484
(5|17),(31|15),0.041927,0.037816,+0.004111
(5|18),(1|15),0.020899,0.023447,-0.002547
(5|18),(1|16),0.041799,0.034283,+0.007515
(5|18),(3|15),0.020979,0.026808,-0.005830
(5|18),(3|16),0.041957,0.042032,-0.000075
(5|18),(5|15),0.021035,0.027454,-0.006418
(5|18),(5|16),0.042071,0.041712,+0.000359
(5|18),(7|15),0.020870,0.021357,-0.000487
(5|18),(7|16),0.041740,0.039158,+0.002582
(5|18),(9|15),0.020786,0.019468,+0.001318
(5|18),(9|16),0.041572,0.036730,+0.004842
(5|18),(11|15),0.020802,0.024334,-0.003532
(5|18),(11|16),0.041604,0.040616,+0.000988
(5|18),(13|15),0.020513,0.023939,-0.003426
(5|18),(13|16),0.041025,0.038169,+0.002856
(5|18),(15|15),0.020845,0.028851,-0.008006
(5|18),(15|16),0.041691,0.043430,-0.001739
(5|18),(17|15),0.020707,0.029877,-0.009170
(5|18),(17|16),0.041413,0.035124,+0.006290
(5|18),(19|15),0.020806,0.023516,-0.002710
(5|18),(19|16),0.041612,0.034576,+0.007036
(5|18),(21|15),0.020805,0.026061,-0.005255
(5|18),(21|16),0.041611,0.033150,+0.008460
(5|18),(23|15),0.021162,0.021562,-0.000400
(5|18),(23|16),0.042324,0.038211,+0.004113
(5|18),(25|15),0.020720,0.020350,+0.000370
(5|18),(25|16),0.041440,0.037032,+0.004408
(5|18),(27|15),0.020580,0.027500,-0.006920
(5|18),(27|16),0.041160,0.040974,+0.000186
(5|18),(29|15),0.020861,0.025717,-0.004856
(5|18),(29|16),0.041721,0.033322,+0.008399
(5|18),(31|15),0.020963,0.025118,-0.004155
(5|18),(31|16),0.041927,0.036122,+0.005805
(5|19),(1|16),0.020899,0.023214,-0.002315
(5|19),(1|17),0.041799,0.034026,+0.007772
(5|19),(3|16),0.020979,0.024939,-0.003960
(5|19),(3|17),0.041957,0.036644,+0.005314
(5|19),(5|16),0.021035,0.027538,-0.006503
(5|19),(5|17),0.042071,0.036866,+0.005205
(5|19),(7|16),0.020870,0.025592,-0.004722
(5|19),(7|17),0.041740,0.035262,+0.006478
(5|19),(9|16),0.020786,0.027423,-0.006637
(5|19),(9|17),0.041572,0.036159,+0.005413
(5|19),(11|16),0.020802,0.028654,-0.007852
(5|19),(11|17),0.041604,0.032355,+0.009249
(5|19),(13|16),0.020513,0.021241,-0.000729
(5|19),(13|17),0.041025,0.045140,-0.004115
(5|19),(15|16),0.020845,0.027383,-0.006537
(5|19),(15|17),0.041691,0.037866,+0.003825
(5|19),(17|16),0.020707,0.022783,-0.002077
(5|19),(17|17),0.041413,0.046518,-0.005104
(5|19),(19|16),0.020806,0.024063,-0.003257
(5|19),(19|17),0.041612,0.035973,+0.005639
(5|19),(21|16),0.020805,0.027716,-0.006911
(5|19),(21|17),0.041611,0.036466,+0.005145
(5|19),(23|16),0.021162,0.023619,-0.002457
(5|19),(23|17),0.042324,0.035386,+0.006938
(5|19),(25|16),0.020720,0.032484,-0.011764
(5|19),(25|17),0.041440,0.032462,+0.008978
(5|19),(27|16),0.020580,0.022859,-0.002279
(5|19),(27|17),0.041160,0.038541,+0.002619
(5|19),(29|16),0.020861,0.027721,-0.006860
(5|19),(29|17),0.041721,0.032422,+0.009299
(5|19),(31|16),0.020963,0.025761,-0.004797
(5|19),(31|17),0.041927,0.034924,+0.007003
(5|20),(1|17),0.020899,0.025039,-0.004140
(5|20),(1|18),0.041799,0.035042,+0.006756
(5|20),(3|17),0.020979,0.024762,-0.003783
(5|20),(3|18),0.041957,0.034773,+0.007184
(5|20),(5|17),0.021035,0.029067,-0.008032
(5|20),(5|18),0.042071,0.037726,+0.004345
(5|20),(7|17),0.020870,0.031643,-0.010773
(5|20),(7|18),0.041740,0.037288,+0.004452
(5|20),(9|17),0.020786,0.024536,-0.003750
(5|20),(9|18),0.041572,0.034730,+0.006842
(5|20),(11|17),0.020802,0.022624,-0.001822
(5|20),(11|18),0.041604,0.033382,+0.008222
(5|20),(13|17),0.020513,0.023990,-0.003478
(5|20),(13|18),0.041025,0.037162,+0.003863
(5|20),(15|17),0.020845,0.028443,-0.007598
(5|20),(15|18),0.041691,0.032896,+0.008795
(5|20),(17|17),0.020707,0.025842,-0.005135
(5|20),(17|18),0.041413,0.031656,+0.009757
(5|20),(19|17),0.020806,0.023279,-0.002473
(5|20),(19|18),0.041612,0.037128,+0.004484
(5|20),(21|17),0.020805,0.024602,-0.003796
(5|20),(21|18),0.041611,0.034062,+0.007548
(5|20),(23|17),0.021162,0.022577,-0.001415
(5|20),(23|18),0.042324,0.035203,+0.007121
(5|20),(25|17),0.020720,0.026366,-0.005646
(5|20),(25|18),0.041440,0.044937,-0.003497
(5|20),(27|17),0.020580,0.043562,-0.022982
(5|20),(27|18),0.041160,0.033568,+0.007592
(5|20),(29|17),0.020861,0.027650,-0.006789
(5|20),(29|18),0.041721,0.040505,+0.001216
(5|20),(31|17),0.020963,0.023244,-0.002281
(5|20),(31|18),0.041927,0.032714,+0.009213
(5|21),(1|18),0.020899,0.025269,-0.004369
(5|21),(1|19),0.041799,0.034434,+0.007364
(5|21),(3|18),0.020979,0.025013,-0.004035
(5|21),(3|19),0.041957,0.035550,+0.006407
(5|21),(5|18),0.021035,0.026152,-0.005116
(5|21),(5|19),0.042071,0.045903,-0.003833
(5|21),(7|18),0.020870,0.027008,-0.006138
(5|21),(7|19),0.041740,0.034197,+0.007543
(5|21),(9|18),0.020786,0.027720,-0.006934
(5|21),(9|19),0.041572,0.036671,+0.004901
(5|21),(11|18),0.020802,0.026179,-0.005377
(5|21),(11|19),0.041604,0.037491,+0.004113
(5|21),(13|18),0.020513,0.024597,-0.004084
(5|21),(13|19),0.041025,0.034134,+0.006891
(5|21),(15|18),0.020845,0.027402,-0.006557
(5|21),(15|19),0.041691,0.035783,+0.005907
(5|21),(17|18),0.020707,0.024193,-0.003486
(5|21),(17|19),0.041413,0.038221,+0.003192
(5|21),(19|18),0.020806,0.027147,-0.006341
(5|21),(19|19),0.041612,0.036290,+0.005322
(5|21),(21|18),0.020805,0.025058,-0.004253
(5|21),(21|19),0.041611,0.037146,+0.004465
(5|21),(23|18),0.021162,0.024641,-0.003479
(5|21),(23|19),0.042324,0.036805,+0.005519
(5|21),(25|18),0.020720,0.027487,-0.006767
(5|21),(25|19),0.041440,0.034062,+0.007378
(5|21),(27|18),0.020580,0.024144,-0.003564
(5|21),(27|19),0.041160,0.036021,+0.005139
(5|21),(29|18),0.020861,0.026515,-0.005654
(5|21),(29|19),0.041721,0.036222,+0.005499
(5|21),(31|18),0.020963,0.026407,-0.005444
(5|21),(31|19),0.041927,0.036137,+0.005789
(5|22),(1|19),0.020899,0.026177,-0.005277
(5|22),(1|20),0.041799,0.035084,+0.006715
(5|22),(3|19),0.020979,0.024299,-0.003320
(5|22),(3|20),0.041957,0.035009,+0.006949
(5|22),(5|19),0.021035,0.025353,-0.004318
(5|22),(5|20),0.042071,0.036178,+0.005893
(5|22),(7|19),0.020870,0.025348,-0.004478
(5|22),(7|20),0.041740,0.035026,+0.006714
(5|22),(9|19),0.020786,0.025543,-0.004757
(5|22),(9|20),0.041572,0.035655,+0.005917
(5|22),(11|19),0.020802,0.026575,-0.005773
(5|22),(11|20),0.041604,0.036709,+0.004895
(5|22),(13|19),0.020513,0.028095,-0.007582
(5|22),(13|20),0.041025,0.037046,+0.003979
(5|22),(15|19),0.020845,0.026761,-0.005916
(5|22),(15|20),0.041691,0.036094,+0.005597
(5|22),(17|19),0.020707,0.028697,-0.007990
(5|22),(17|20),0.041413,0.037250,+0.004164
(5|22),(19|19),0.020806,0.025862,-0.005056
(5|22),(19|20),0.041612,0.036554,+0.005058
(5|22),(21|19),0.020805,0.025503,-0.004698
(5|22),(21|20),0.041611,0.036284,+0.005326
(5|22),(23|19),0.021162,0.028808,-0.007646
(5|22),(23|20),0.042324,0.036373,+0.005951
(5|22),(25|19),0.020720,0.027036,-0.006316
(5|22),(25|20),0.041440,0.035527,+0.005913
(5|22),(27|19),0.020580,0.025973,-0.005393
(5|22),(27|20),0.041160,0.036510,+0.004650
(5|22),(29|19),0.020861,0.026416,-0.005555
(5|22),(29|20),0.041721,0.034442,+0.007280
(5|22),(31|19),0.020963,0.024724,-0.003761
(5|22),(31|20),0.041927,0.039088,+0.002839
(5|23),(1|20),0.020899,0.024909,-0.004010
(5|23),(1|21),0.041799,0.036533,+0.005266
(5|23),(3|20),0.020979,0.026264,-0.005286
(5|23),(3|21),0.041957,0.034206,+0.007751
(5|23),(5|20),0.021035,0.025471,-0.004436
(5|23),(5|21),0.042071,0.036479,+0.005591
(5|23),(7|20),0.020870,0.025573,-0.004703
(5|23),(7|21),0.041740,0.035998,+0.005742
(5|23),(9|20),0.020786,0.024281,-0.003495
(5|23),(9|21),0.041572,0.035878,+0.005694
(5|23),(11|20),0.020802,0.026812,-0.006010
(5|23),(11|21),0.041604,0.035748,+0.005856
(5|23),(13|20),0.020513,0.025426,-0.004914
(5|23),(13|21),0.041025,0.039256,+0.001769
(5|23),(15|20),0.020845,0.024513,-0.003667
(5|23),(15|21),0.041691,0.037268,+0.004423
(5|23),(17|20),0.020707,0.027815,-0.007108
(5|23),(17|21),0.041413,0.035949,+0.005464
(5|23),(19|20),0.020806,0.026081,-0.005275
(5|23),(19|21),0.041612,0.037897,+0.003715
(5|23),(21|20),0.020805,0.026055,-0.005249
(5|23),(21|21),0.041611,0.039011,+0.002600
(5|23),(23|20),0.021162,0.025056,-0.003894
(5|23),(23|21),0.042324,0.037005,+0.005319
(5|23),(25|20),0.020720,0.026946,-0.006226
(5|23),(25|21),0.041440,0.036822,+0.004618
(5|23),(27|20),0.020580,0.024513,-0.003933
(5|23),(27|21),0.041160,0.037005,+0.004155
(5|23),(29|20),0.020861,0.024450,-0.003590
(5|23),(29|21),0.041721,0.037331,+0.004391
(5|23),(31|20),0.020963,0.027837,-0.006874
(5|23),(31|21),0.041927,0.035610,+0.006316
(5|24),(1|21),0.020899,0.025779,-0.004880
(5|24),(1|22),0.041799,0.035981,+0.005818
(5|24),(3|21),0.020979,0.025895,-0.004916
(5|24),(3|22),0.041957,0.036398,+0.005559
(5|24),(5|21),0.021035,0.025291,-0.004256
(5|24),(5|22),0.042071,0.038152,+0.003919
(5|24),(7|21),0.020870,0.027533,-0.006663
(5|24),(7|22),0.041740,0.035905,+0.005835
(5|24),(9|21),0.020786,0.025673,-0.004887
(5|24),(9|22),0.041572,0.036372,+0.005200
(5|24),(11|21),0.020802,0.024878,-0.004076
(5|24),(11|22),0.041604,0.036469,+0.005135
(5|24),(13|21),0.020513,0.026183,-0.005671
(5|24),(13|22),0.041025,0.035839,+0.005186
(5|24),(15|21),0.020845,0.027324,-0.006479
(5|24),(15|22),0.041691,0.035564,+0.006127
(5|24),(17|21),0.020707,0.026077,-0.005370
(5|24),(17|22),0.041413,0.035879,+0.005534
(5|24),(19|21),0.020806,0.025513,-0.004707
(5|24),(19|22),0.041612,0.037730,+0.003882
(5|24),(21|21),0.020805,0.026703,-0.005897
(5|24),(21|22),0.041611,0.037038,+0.004573
(5|24),(23|21),0.021162,0.025802,-0.004640
(5|24),(23|22),0.042324,0.037224,+0.005100
(5|24),(25|21),0.020720,0.025526,-0.004806
(5|24),(25|22),0.041440,0.037331,+0.004109
(5|24),(27|21),0.020580,0.025886,-0.005306
(5|24),(27|22),0.041160,0.036305,+0.004855
(5|24),(29|21),0.020861,0.024714,-0.003853
(5|24),(29|22),0.041721,0.036052,+0.005669
(5|24),(31|21),0.020963,0.026263,-0.005300
(5|24),(31|22),0.041927,0.036722,+0.005204
(5|25),(1|22),0.020899,0.026379,-0.005480
(5|25),(1|23),0.041799,0.036672,+0.005127
(5|25),(3|22),0.020979,0.025592,-0.004614
(5|25),(3|23),0.041957,0.036330,+0.005628
(5|25),(5|22),0.021035,0.026206,-0.005170
(5|25),(5|23),0.042071,0.036121,+0.005950
(5|25),(7|22),0.020870,0.026201,-0.005331
(5|25),(7|23),0.041740,0.036054,+0.005686
(5|25),(9|22),0.020786,0.026010,-0.005224
(5|25),(9|23),0.041572,0.037881,+0.003691
(5|25),(11|22),0.020802,0.025583,-0.004781
(5|25),(11|23),0.041604,0.036850,+0.004754
(5|25),(13|22),0.020513,0.025957,-0.005444
(5|25),(13|23),0.041025,0.036125,+0.004900
(5|25),(15|22),0.020845,0.025032,-0.004187
(5|25),(15|23),0.041691,0.037330,+0.004361
(5|25),(17|22),0.020707,0.026495,-0.005788
(5|25),(17|23),0.041413,0.037023,+0.004390
(5|25),(19|22),0.020806,0.025410,-0.004604
(5|25),(19|23),0.041612,0.035485,+0.006127
(5|25),(21|22),0.020805,0.025463,-0.004658
(5|25),(21|23),0.041611,0.036370,+0.005241
(5|25),(23|22),0.021162,0.025779,-0.004617
(5|25),(23|23),0.042324,0.037054,+0.005270
(5|25),(25|22),0.020720,0.026370,-0.005650
(5|25),(25|23),0.041440,0.036730,+0.004710
(5|25),(27|22),0.020580,0.027242,-0.006662
(5|25),(27|23),0.041160,0.035818,+0.005342
(5|25),(29|22),0.020861,0.026415,-0.005554
(5|25),(29|23),0.041721,0.035810,+0.005912
(5|25),(31|22),0.020963,0.026024,-0.005060
(5|25),(31|23),0.041927,0.036187,+0.005739
(5|26),(1|23),0.020899,0.025746,-0.004847
(5|26),(1|24),0.041799,0.036862,+0.004937
(5|26),(3|23),0.020979,0.028174,-0.007195
(5|26),(3|24),0.041957,0.037888,+0.004069
(5|26),(5|23),0.021035,0.025043,-0.004008
(5|26),(5|24),0.042071,0.036548,+0.005522
(5|26),(7|23),0.020870,0.025733,-0.004863
(5|26),(7|24),0.041740,0.036358,+0.005382
(5|26),(9|23),0.020786,0.025760,-0.004974
