n,len,mean_v,frac_ge_1,frac_ge_2,frac_ge_3,frac_ge_4,frac_ge_5,frac_ge_6,frac_ge_7,frac_ge_8,frac_ge_9,frac_ge_10
4733009,42,2.119048,1.000000,0.500000,0.333333,0.166667,0.023810,0.023810,0.023810,0.023810,0.023810,0.000000
2901697,74,1.878378,1.000000,0.554054,0.229730,0.081081,0.013514,0.000000,0.000000,0.000000,0.000000,0.000000
1068353,20,2.600000,1.000000,0.750000,0.450000,0.250000,0.100000,0.050000,0.000000,0.000000,0.000000,0.000000
8268209,68,1.926471,1.000000,0.529412,0.279412,0.102941,0.014706,0.000000,0.000000,0.000000,0.000000,0.000000
727081,33,2.181818,1.000000,0.636364,0.424242,0.090909,0.030303,0.000000,0.000000,0.000000,0.000000,0.000000
5802355,40,2.150000,1.000000,0.575000,0.350000,0.125000,0.025000,0.025000,0.025000,0.025000,0.000000,0.000000
5133095,73,1.890411,1.000000,0.547945,0.164384,0.068493,0.027397,0.027397,0.027397,0.027397,0.000000,0.000000
1729859,89,1.820225,1.000000,0.438202,0.213483,0.112360,0.033708,0.022472,0.000000,0.000000,0.000000,0.000000
867755,82,1.829268,1.000000,0.463415,0.231707,0.085366,0.024390,0.012195,0.012195,0.000000,0.000000,0.000000
3359729,24,2.500000,1.000000,0.625000,0.333333,0.250000,0.125000,0.083333,0.041667,0.041667,0.000000,0.000000
3608099,82,1.853659,1.000000,0.463415,0.219512,0.121951,0.048780,0.000000,0.000000,0.000000,0.000000,0.000000
1569251,31,2.258065,1.000000,0.645161,0.322581,0.161290,0.064516,0.032258,0.032258,0.000000,0.000000,0.000000
6432437,19,2.789474,1.000000,0.736842,0.315789,0.210526,0.157895,0.105263,0.105263,0.052632,0.052632,0.052632
6959011,29,2.379310,1.000000,0.655172,0.448276,0.241379,0.034483,0.000000,0.000000,0.000000,0.000000,0.000000
7913,34,1.970588,1.000000,0.500000,0.264706,0.176471,0.029412,0.000000,0.000000,0.000000,0.000000,0.000000
783775,120,1.750000,1.000000,0.433333,0.158333,0.083333,0.033333,0.016667,0.016667,0.008333,0.000000,0.000000
6038021,26,2.461538,1.000000,0.615385,0.384615,0.230769,0.115385,0.115385,0.000000,0.000000,0.000000,0.000000
5201401,64,1.937500,1.000000,0.515625,0.218750,0.125000,0.062500,0.015625,0.000000,0.000000,0.000000,0.000000
2921999,28,2.357143,1.000000,0.607143,0.392857,0.214286,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000
6749063,55,2.000000,1.000000,0.490909,0.236364,0.145455,0.109091,0.018182,0.000000,0.000000,0.000000,0.000000
3051209,33,2.242424,1.000000,0.454545,0.333333,0.242424,0.151515,0.060606,0.000000,0.000000,0.000000,0.000000
529381,32,2.187500,1.000000,0.593750,0.343750,0.187500,0.031250,0.031250,0.000000,0.000000,0.000000,0.000000
2379797,54,1.981481,1.000000,0.500000,0.259259,0.129630,0.055556,0.037037,0.000000,0.000000,0.000000,0.000000
1467289,26,2.384615,1.000000,0.692308,0.384615,0.230769,0.038462,0.038462,0.000000,0.000000,0.000000,0.000000
7412011,36,2.222222,1.000000,0.611111,0.333333,0.138889,0.111111,0.027778,0.000000,0.000000,0.000000,0.000000
4758833,54,2.000000,1.000000,0.518519,0.296296,0.111111,0.055556,0.018519,0.000000,0.000000,0.000000,0.000000
5030011,71,1.901408,1.000000,0.450704,0.253521,0.112676,0.042254,0.014085,0.014085,0.014085,0.000000,0.000000
316973,47,1.978723,1.000000,0.446809,0.234043,0.127660,0.063830,0.042553,0.042553,0.021277,0.000000,0.000000
8327795,44,2.113636,1.000000,0.568182,0.318182,0.136364,0.045455,0.045455,0.000000,0.000000,0.000000,0.000000
6351367,96,1.822917,1.000000,0.468750,0.218750,0.093750,0.031250,0.010417,0.000000,0.000000,0.000000,0.000000
5937349,28,2.392857,1.000000,0.500000,0.357143,0.285714,0.142857,0.071429,0.035714,0.000000,0.000000,0.000000
872213,19,2.631579,1.000000,0.684211,0.368421,0.315789,0.210526,0.052632,0.000000,0.000000,0.000000,0.000000
5301475,52,2.019231,1.000000,0.480769,0.269231,0.153846,0.038462,0.019231,0.019231,0.019231,0.019231,0.000000
4402747,49,2.040816,1.000000,0.571429,0.244898,0.142857,0.040816,0.040816,0.000000,0.000000,0.000000,0.000000
2155933,73,1.876712,1.000000,0.506849,0.232877,0.082192,0.027397,0.013699,0.013699,0.000000,0.000000,0.000000
7817039,128,1.765625,1.000000,0.437500,0.210938,0.101562,0.015625,0.000000,0.000000,0.000000,0.000000,0.000000
3246199,48,2.041667,1.000000,0.437500,0.270833,0.187500,0.104167,0.041667,0.000000,0.000000,0.000000,0.000000
6353249,31,2.322581,1.000000,0.677419,0.290323,0.161290,0.064516,0.064516,0.032258,0.032258,0.000000,0.000000
7243645,41,2.146341,1.000000,0.560976,0.365854,0.097561,0.048780,0.048780,0.024390,0.000000,0.000000,0.000000
1893643,75,1.866667,1.000000,0.453333,0.200000,0.106667,0.040000,0.026667,0.013333,0.013333,0.013333,0.000000
6599369,26,2.461538,1.000000,0.576923,0.307692,0.230769,0.153846,0.076923,0.038462,0.038462,0.038462,0.000000
704077,23,2.434783,1.000000,0.739130,0.391304,0.217391,0.086957,0.000000,0.000000,0.000000,0.000000,0.000000
5329091,64,1.937500,1.000000,0.468750,0.250000,0.140625,0.062500,0.015625,0.000000,0.000000,0.000000,0.000000
6391039,91,1.835165,1.000000,0.494505,0.186813,0.076923,0.043956,0.032967,0.000000,0.000000,0.000000,0.000000
3427033,41,2.121951,1.000000,0.658537,0.292683,0.121951,0.048780,0.000000,0.000000,0.000000,0.000000,0.000000
792011,67,1.880597,1.000000,0.492537,0.238806,0.134328,0.014925,0.000000,0.000000,0.000000,0.000000,0.000000
2189021,61,1.934426,1.000000,0.475410,0.278689,0.131148,0.032787,0.016393,0.000000,0.000000,0.000000,0.000000
1454561,11,3.454545,1.000000,0.727273,0.363636,0.363636,0.272727,0.181818,0.181818,0.090909,0.090909,0.090909
4053673,44,2.090909,1.000000,0.431818,0.250000,0.181818,0.090909,0.045455,0.022727,0.022727,0.022727,0.022727
7261447,58,1.982759,1.000000,0.482759,0.310345,0.137931,0.034483,0.017241,0.000000,0.000000,0.000000,0.000000
7285103,29,2.379310,1.000000,0.551724,0.379310,0.206897,0.068966,0.034483,0.034483,0.034483,0.034483,0.034483
468017,58,1.913793,1.000000,0.448276,0.224138,0.137931,0.051724,0.017241,0.017241,0.017241,0.000000,0.000000
1325645,40,2.100000,1.000000,0.550000,0.425000,0.075000,0.025000,0.025000,0.000000,0.000000,0.000000,0.000000
3787789,17,2.882353,1.000000,0.705882,0.529412,0.352941,0.117647,0.117647,0.058824,0.000000,0.000000,0.000000
4147933,22,2.590909,1.000000,0.727273,0.409091,0.318182,0.136364,0.000000,0.000000,0.000000,0.000000,0.000000
4910603,47,2.063830,1.000000,0.489362,0.297872,0.106383,0.063830,0.063830,0.021277,0.021277,0.000000,0.000000
6045473,67,1.925373,1.000000,0.477612,0.268657,0.119403,0.044776,0.014925,0.000000,0.000000,0.000000,0.000000
5075119,52,2.019231,1.000000,0.538462,0.307692,0.115385,0.019231,0.019231,0.019231,0.000000,0.000000,0.000000
5584259,57,1.982456,1.000000,0.456140,0.228070,0.140351,0.052632,0.035088,0.035088,0.017544,0.017544,0.000000
1309547,23,2.478261,1.000000,0.652174,0.434783,0.260870,0.130435,0.000000,0.000000,0.000000,0.000000,0.000000
1597703,125,1.752000,1.000000,0.392000,0.208000,0.072000,0.040000,0.024000,0.008000,0.008000,0.000000,0.000000
723287,38,2.105263,1.000000,0.552632,0.315789,0.210526,0.026316,0.000000,0.000000,0.000000,0.000000,0.000000
5339999,52,2.019231,1.000000,0.442308,0.211538,0.134615,0.076923,0.057692,0.019231,0.019231,0.019231,0.019231
6916583,89,1.842697,1.000000,0.460674,0.247191,0.101124,0.033708,0.000000,0.000000,0.000000,0.000000,0.000000
1684543,72,1.875000,1.000000,0.388889,0.250000,0.138889,0.041667,0.027778,0.027778,0.000000,0.000000,0.000000
2966617,45,2.066667,1.000000,0.488889,0.244444,0.155556,0.066667,0.044444,0.044444,0.022222,0.000000,0.000000
4185235,56,1.982143,1.000000,0.482143,0.267857,0.160714,0.053571,0.017857,0.000000,0.000000,0.000000,0.000000
5849789,50,2.040000,1.000000,0.460000,0.300000,0.140000,0.080000,0.040000,0.020000,0.000000,0.000000,0.000000
3936149,17,2.882353,1.000000,0.647059,0.529412,0.411765,0.235294,0.058824,0.000000,0.000000,0.000000,0.000000
6581155,48,2.062500,1.000000,0.604167,0.270833,0.125000,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000
4774963,18,2.833333,1.000000,0.722222,0.500000,0.277778,0.111111,0.055556,0.055556,0.055556,0.055556,0.000000
7993249,63,1.952381,1.000000,0.492063,0.206349,0.111111,0.063492,0.031746,0.015873,0.015873,0.015873,0.000000
6714173,72,1.902778,1.000000,0.416667,0.263889,0.125000,0.055556,0.027778,0.013889,0.000000,0.000000,0.000000
7130735,38,2.184211,1.000000,0.421053,0.289474,0.210526,0.105263,0.052632,0.026316,0.026316,0.026316,0.026316
6691445,14,3.214286,1.000000,0.642857,0.500000,0.428571,0.214286,0.071429,0.071429,0.071429,0.071429,0.071429
5699213,50,2.040000,1.000000,0.620000,0.280000,0.120000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000
5527153,16,3.000000,1.000000,0.625000,0.437500,0.312500,0.187500,0.125000,0.125000,0.062500,0.062500,0.062500
2172971,73,1.876712,1.000000,0.547945,0.205479,0.095890,0.027397,0.000000,0.000000,0.000000,0.000000,0.000000
4567589,78,1.871795,1.000000,0.487179,0.217949,0.128205,0.038462,0.000000,0.000000,0.000000,0.000000,0.000000
1793663,123,1.756098,1.000000,0.390244,0.203252,0.113821,0.032520,0.016260,0.000000,0.000000,0.000000,0.000000
6381677,31,2.322581,1.000000,0.580645,0.419355,0.193548,0.096774,0.032258,0.000000,0.000000,0.000000,0.000000
4047319,24,2.500000,1.000000,0.625000,0.291667,0.250000,0.125000,0.125000,0.041667,0.041667,0.000000,0.000000
5872547,45,2.088889,1.000000,0.444444,0.266667,0.200000,0.111111,0.044444,0.022222,0.000000,0.000000,0.000000
3369557,24,2.500000,1.000000,0.541667,0.416667,0.166667,0.083333,0.083333,0.083333,0.083333,0.041667,0.000000
2768561,23,2.521739,1.000000,0.695652,0.434783,0.217391,0.130435,0.043478,0.000000,0.000000,0.000000,0.000000
1426177,40,2.100000,1.000000,0.600000,0.275000,0.175000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000
1793503,46,2.043478,1.000000,0.543478,0.326087,0.130435,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000
5793025,86,1.848837,1.000000,0.511628,0.186047,0.093023,0.034884,0.011628,0.011628,0.000000,0.000000,0.000000
62777,44,1.954545,1.000000,0.568182,0.159091,0.113636,0.045455,0.045455,0.022727,0.000000,0.000000,0.000000
1309181,52,1.980769,1.000000,0.500000,0.211538,0.096154,0.057692,0.038462,0.019231,0.019231,0.019231,0.019231
4575049,37,2.189189,1.000000,0.567568,0.351351,0.162162,0.081081,0.027027,0.000000,0.000000,0.000000,0.000000
6051751,62,1.951613,1.000000,0.483871,0.209677,0.129032,0.064516,0.032258,0.032258,0.000000,0.000000,0.000000
1116061,37,2.135135,1.000000,0.540541,0.351351,0.135135,0.054054,0.054054,0.000000,0.000000,0.000000,0.000000
747025,26,2.346154,1.000000,0.653846,0.384615,0.192308,0.115385,0.000000,0.000000,0.000000,0.000000,0.000000
6266837,43,2.116279,1.000000,0.511628,0.302326,0.116279,0.046512,0.046512,0.046512,0.023256,0.023256,0.000000
2079707,44,2.068182,1.000000,0.545455,0.295455,0.136364,0.068182,0.022727,0.000000,0.000000,0.000000,0.000000
8368549,51,2.039216,1.000000,0.411765,0.274510,0.156863,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608
2977567,67,1.910448,1.000000,0.492537,0.223881,0.134328,0.029851,0.014925,0.014925,0.000000,0.000000,0.000000
7925767,27,2.444444,1.000000,0.666667,0.407407,0.259259,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000
5125757,88,1.840909,1.000000,0.465909,0.215909,0.079545,0.045455,0.022727,0.011364,0.000000,0.000000,0.000000
6644633,60,1.966667,1.000000,0.483333,0.250000,0.116667,0.050000,0.033333,0.016667,0.016667,0.000000,0.000000
6790825,53,2.018868,1.000000,0.490566,0.301887,0.094340,0.037736,0.037736,0.018868,0.018868,0.018868,0.000000
7277015,111,1.792793,1.000000,0.423423,0.216216,0.099099,0.036036,0.018018,0.000000,0.000000,0.000000,0.000000
7495253,34,2.264706,1.000000,0.588235,0.323529,0.117647,0.088235,0.088235,0.029412,0.029412,0.000000,0.000000
1582361,31,2.258065,1.000000,0.580645,0.354839,0.161290,0.064516,0.064516,0.032258,0.000000,0.000000,0.000000
4591079,78,1.871795,1.000000,0.435897,0.256410,0.115385,0.038462,0.012821,0.012821,0.000000,0.000000,0.000000
6247973,43,2.116279,1.000000,0.488372,0.302326,0.186047,0.069767,0.046512,0.023256,0.000000,0.000000,0.000000
300161,83,1.807229,1.000000,0.493976,0.168675,0.096386,0.036145,0.012048,0.000000,0.000000,0.000000,0.000000
7724461,75,1.893333,1.000000,0.493333,0.253333,0.106667,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000
8294099,22,2.636364,1.000000,0.636364,0.409091,0.318182,0.136364,0.045455,0.045455,0.045455,0.000000,0.000000
8266031,73,1.904110,1.000000,0.493151,0.205479,0.109589,0.054795,0.041096,0.000000,0.000000,0.000000,0.000000
178571,50,1.940000,1.000000,0.500000,0.260000,0.080000,0.040000,0.040000,0.020000,0.000000,0.000000,0.000000
5354305,105,1.800000,1.000000,0.428571,0.209524,0.104762,0.038095,0.009524,0.009524,0.000000,0.000000,0.000000
5174639,105,1.800000,1.000000,0.438095,0.219048,0.104762,0.028571,0.009524,0.000000,0.000000,0.000000,0.000000
2613469,64,1.921875,1.000000,0.453125,0.250000,0.109375,0.046875,0.031250,0.015625,0.015625,0.000000,0.000000
318277,40,2.050000,1.000000,0.575000,0.275000,0.150000,0.025000,0.025000,0.000000,0.000000,0.000000,0.000000
6003997,26,2.461538,1.000000,0.576923,0.384615,0.192308,0.153846,0.115385,0.038462,0.000000,0.000000,0.000000
4865753,71,1.901408,1.000000,0.507042,0.197183,0.126761,0.042254,0.014085,0.014085,0.000000,0.000000,0.000000
6950105,82,1.865854,1.000000,0.463415,0.231707,0.097561,0.048780,0.012195,0.012195,0.000000,0.000000,0.000000
429727,31,2.193548,1.000000,0.483871,0.322581,0.193548,0.064516,0.032258,0.032258,0.032258,0.032258,0.000000
6960419,60,1.966667,1.000000,0.466667,0.266667,0.166667,0.066667,0.000000,0.000000,0.000000,0.000000,0.000000
1189373,30,2.266667,1.000000,0.466667,0.300000,0.200000,0.133333,0.066667,0.066667,0.033333,0.000000,0.000000
2107289,51,2.000000,1.000000,0.549020,0.274510,0.137255,0.039216,0.000000,0.000000,0.000000,0.000000,0.000000
6883813,77,1.883117,1.000000,0.480519,0.233766,0.116883,0.051948,0.000000,0.000000,0.000000,0.000000,0.000000
1453787,74,1.864865,1.000000,0.472973,0.202703,0.094595,0.040541,0.027027,0.013514,0.013514,0.000000,0.000000
3026195,43,2.093023,1.000000,0.534884,0.279070,0.139535,0.046512,0.046512,0.023256,0.023256,0.000000,0.000000
6950791,53,2.018868,1.000000,0.547170,0.301887,0.132075,0.037736,0.000000,0.000000,0.000000,0.000000,0.000000
5298797,47,2.063830,1.000000,0.489362,0.319149,0.170213,0.085106,0.000000,0.000000,0.000000,0.000000,0.000000
8102783,34,2.264706,1.000000,0.411765,0.294118,0.176471,0.117647,0.058824,0.058824,0.058824,0.029412,0.029412
4009343,46,2.065217,1.000000,0.521739,0.326087,0.173913,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000
4035883,39,2.153846,1.000000,0.641026,0.384615,0.102564,0.025641,0.000000,0.000000,0.000000,0.000000,0.000000
506555,80,1.825000,1.000000,0.487500,0.200000,0.100000,0.025000,0.012500,0.000000,0.000000,0.000000,0.000000
462587,65,1.876923,1.000000,0.476923,0.230769,0.107692,0.030769,0.015385,0.015385,0.000000,0.000000,0.000000
253625,97,1.773196,1.000000,0.422680,0.185567,0.072165,0.030928,0.020619,0.020619,0.010309,0.010309,0.000000
1898849,82,1.841463,1.000000,0.439024,0.219512,0.109756,0.060976,0.012195,0.000000,0.000000,0.000000,0.000000
6021857,91,1.835165,1.000000,0.450549,0.219780,0.109890,0.043956,0.010989,0.000000,0.000000,0.000000,0.000000
3448421,65,1.923077,1.000000,0.538462,0.230769,0.123077,0.030769,0.000000,0.000000,0.000000,0.000000,0.000000
5037523,71,1.901408,1.000000,0.507042,0.225352,0.126761,0.014085,0.014085,0.014085,0.000000,0.000000,0.000000
294035,59,1.898305,1.000000,0.491525,0.237288,0.101695,0.050847,0.016949,0.000000,0.000000,0.000000,0.000000
8171063,75,1.893333,1.000000,0.440000,0.226667,0.146667,0.053333,0.013333,0.013333,0.000000,0.000000,0.000000
5834477,57,1.982456,1.000000,0.526316,0.263158,0.122807,0.052632,0.017544,0.000000,0.000000,0.000000,0.000000
1150087,42,2.071429,1.000000,0.476190,0.309524,0.166667,0.047619,0.047619,0.023810,0.000000,0.000000,0.000000
861725,29,2.275862,1.000000,0.689655,0.310345,0.137931,0.068966,0.068966,0.000000,0.000000,0.000000,0.000000
5278813,59,1.966102,1.000000,0.457627,0.271186,0.152542,0.067797,0.016949,0.000000,0.000000,0.000000,0.000000
2134541,39,2.128205,1.000000,0.564103,0.333333,0.179487,0.051282,0.000000,0.000000,0.000000,0.000000,0.000000
6679135,65,1.938462,1.000000,0.461538,0.276923,0.123077,0.046154,0.015385,0.015385,0.000000,0.000000,0.000000
2910995,50,2.020000,1.000000,0.540000,0.320000,0.120000,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000
5561693,11,3.636364,1.000000,0.818182,0.636364,0.454545,0.181818,0.181818,0.181818,0.090909,0.090909,0.000000
3744083,53,2.000000,1.000000,0.471698,0.245283,0.150943,0.075472,0.037736,0.018868,0.000000,0.000000,0.000000
4256413,51,2.019608,1.000000,0.470588,0.235294,0.176471,0.078431,0.039216,0.019608,0.000000,0.000000,0.000000
6983665,41,2.146341,1.000000,0.512195,0.219512,0.146341,0.073171,0.048780,0.048780,0.048780,0.024390,0.024390
4656637,54,2.000000,1.000000,0.500000,0.314815,0.111111,0.037037,0.018519,0.018519,0.000000,0.000000,0.000000
6646747,84,1.857143,1.000000,0.452381,0.202381,0.119048,0.035714,0.023810,0.023810,0.000000,0.000000,0.000000
8282611,27,2.444444,1.000000,0.592593,0.407407,0.111111,0.074074,0.037037,0.037037,0.037037,0.037037,0.037037
8114327,15,3.133333,1.000000,0.533333,0.400000,0.266667,0.200000,0.200000,0.066667,0.066667,0.066667,0.066667
7271203,70,1.914286,1.000000,0.485714,0.214286,0.142857,0.057143,0.014286,0.000000,0.000000,0.000000,0.000000
7712725,22,2.636364,1.000000,0.681818,0.500000,0.272727,0.090909,0.045455,0.045455,0.000000,0.000000,0.000000
387277,31,2.193548,1.000000,0.741935,0.387097,0.064516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5672497,98,1.816327,1.000000,0.438776,0.214286,0.091837,0.030612,0.020408,0.010204,0.010204,0.000000,0.000000
4158647,63,1.936508,1.000000,0.507937,0.285714,0.126984,0.015873,0.000000,0.000000,0.000000,0.000000,0.000000
3641425,53,2.000000,1.000000,0.471698,0.226415,0.150943,0.056604,0.018868,0.018868,0.018868,0.018868,0.018868
602755,35,2.142857,1.000000,0.571429,0.228571,0.200000,0.085714,0.057143,0.000000,0.000000,0.000000,0.000000
6018353,62,1.951613,1.000000,0.451613,0.258065,0.177419,0.064516,0.000000,0.000000,0.000000,0.000000,0.000000
6686479,72,1.902778,1.000000,0.472222,0.222222,0.125000,0.055556,0.013889,0.013889,0.000000,0.000000,0.000000
8354669,68,1.926471,1.000000,0.485294,0.220588,0.102941,0.058824,0.014706,0.014706,0.014706,0.014706,0.000000
2650577,52,2.000000,1.000000,0.500000,0.211538,0.134615,0.038462,0.019231,0.019231,0.019231,0.019231,0.019231
140987,25,2.280000,1.000000,0.600000,0.400000,0.240000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000
4431025,61,1.950820,1.000000,0.459016,0.196721,0.147541,0.081967,0.049180,0.016393,0.000000,0.000000,0.000000
7085435,41,2.146341,1.000000,0.487805,0.268293,0.170732,0.097561,0.048780,0.048780,0.024390,0.000000,0.000000
2701717,35,2.200000,1.000000,0.571429,0.371429,0.171429,0.057143,0.028571,0.000000,0.000000,0.000000,0.000000
5430881,45,2.088889,1.000000,0.577778,0.222222,0.133333,0.088889,0.044444,0.022222,0.000000,0.000000,0.000000
2819297,93,1.817204,1.000000,0.516129,0.193548,0.075269,0.021505,0.010753,0.000000,0.000000,0.000000,0.000000
456473,36,2.111111,1.000000,0.527778,0.333333,0.166667,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000
6470857,84,1.857143,1.000000,0.452381,0.226190,0.107143,0.047619,0.023810,0.000000,0.000000,0.000000,0.000000
3322265,45,2.066667,1.000000,0.577778,0.266667,0.066667,0.066667,0.044444,0.022222,0.022222,0.000000,0.000000
583861,18,2.666667,1.000000,0.722222,0.444444,0.333333,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000
3786439,41,2.121951,1.000000,0.536585,0.268293,0.170732,0.073171,0.048780,0.024390,0.000000,0.000000,0.000000
4643537,66,1.924242,1.000000,0.484848,0.257576,0.106061,0.030303,0.015152,0.015152,0.015152,0.000000,0.000000
7198181,46,2.086957,1.000000,0.543478,0.282609,0.173913,0.065217,0.021739,0.000000,0.000000,0.000000,0.000000
2279887,90,1.822222,1.000000,0.433333,0.188889,0.111111,0.055556,0.011111,0.011111,0.011111,0.000000,0.000000
2079403,44,2.068182,1.000000,0.568182,0.295455,0.159091,0.022727,0.022727,0.000000,0.000000,0.000000,0.000000
